Informe de palabras clave de búsqueda
25 de mayo de 2026 - 1 de junio de 2026
Estado de palabras clave,Palabra clave,Tipo de concordancia,Campaña,Grupo de anuncios,Estado,Motivos del estado,URL final,Código de moneda,CPV prom. de TrueView,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Clics,Porcentaje de conv.,Valor de conv.,Valor de conv./costo,Conversiones,Prom. CPC,Costo/conv.,Valor de conv. original
Detenido,"""aire acondicionado 12000 btu oferta""",Concordancia de frase,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; campaña detenida,https://inverfin.com.py/collections/climatizacion,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,mejor aire acondicionado 2025,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado inverter ahorro energía,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,inverfin aire acondicionado,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,comprar aire acondicionado,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,precio aire acondicionado paraguay,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado inverter consumo,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,a/c 9000 btu cuotas,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[aire 9000 btu],Concordancia exacta,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado y climatizacion,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,mejor aire inverter 2025,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire inverter 12000 btu precio,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,ofertas aire acondicionado hoy,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,split inverter precio,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,venta de aires acondicionados online,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado 9000,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado split oferta,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,precio aire inverter paraguay,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aparato de aire frio y calor,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,ofertas aire acondicionado,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado 9000 btu oferta,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire 9000 btu,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado 12000,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado precio paraguay,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire inverter bajo consumo,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,"""heladera no frost barata paraguay""",Concordancia de frase,Search - Aires Acondicionado,Heladeras,No apta,publicación limitada; grupo de anuncios detenido; campaña detenida,https://inverfin.com.py/collections/heladeras-1,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,"""heladera no frost barata paraguay""",Concordancia de frase,Search - Inverfin - Hotsale Genérica,Heladeras,No apta,publicación limitada; grupo de anuncios detenido; campaña detenida,https://inverfin.com.py/collections/heladeras-1,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,[lavarropas ofertas inverfin],Concordancia exacta,Search - Inverfin - Hotsale Genérica,Lavarropas,No apta,publicación limitada; grupo de anuncios detenido; campaña detenida,https://inverfin.com.py/collections/lavarropas-hotsale-2024,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter bajo consumo,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,precio aire inverter paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire split barato,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire barato paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,inverfin aire acondicionado,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,mejor aire acondicionado 2025,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,comprar en cuotas paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,inverfin electrodomésticos,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,inverfin,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado split oferta,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,hotsale electro,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,ofertas aire acondicionado hoy,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,tienda online paraguay cuotas,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,split inverter precio,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado promoción,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,"""aire acondicionado 12000 btu oferta""",Concordancia de frase,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,https://inverfin.com.py/collections/climatizacion,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire split paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado inverter oferta,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,split precio paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,ofertas paraguay online,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,a/c 9000 btu cuotas,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado split precio,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado 9000,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado cuotas,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,comprar aire acondicionado,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,ofertas aire acondicionado,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire 9000 btu,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[aire 9000 btu],Concordancia exacta,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado barato,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter 12000 btu precio,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter en promoción,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,hotsale paraguay electrodomesticos,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,hotsale motos,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter cuotas,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,hot sale py,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado oferta,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,precio aire acondicionado paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,hotsale celular,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,venta de aires acondicionados online,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado entrega inmediata,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado precio paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[aire acondicionado 9000],Concordancia exacta,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado inverter ahorro energía,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,hot sale paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,split 9000 btu paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,mejor aire inverter 2025,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,hotsale paraguay electro,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter barato,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado inverter consumo,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado 9000 btu precio,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado precio,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado inverter precio,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,inverfin catalogo,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado 9000 btu oferta,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,hotsale paraguay celulares,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,a/c precio paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,descuentos electrodomesticos paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
 --,,"Total: Todas las palabras clave, excepto las quitadas", --, --, --,,,USD,0,32.14,"81,983","24,245",29.57%,0.11,2635.22,"24,245",3.39%,"19,574.99",7.43,821.62,0.11,3.21,"19,574.99"
,,Total: Palabras clave de tu cuenta,,,,,,USD,0,32.14,"81,983","24,245",29.57%,0.11,2635.22,"24,245",3.39%,"19,574.99",7.43,821.62,0.11,3.21,"19,574.99"
,,Total: Sus palabras clave,,,,,,USD,0,32.14,"81,983","24,245",29.57%,0.11,2635.22,"24,245",3.39%,"19,574.99",7.43,821.62,0.11,3.21,0
,,Total: Coincidencias expandidas de IA Max,,,,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0
,,Total: Coincidencias de páginas de destino de IA Max,,,,,,USD,0,19.04,"4,290",328,7.65%,0.25,81.67,328,0.00%,0.00,0.00,0.00,0.25,0.00,0.00
,,Total: Inclusiones de URLs de tu cuenta,,,,,,USD,0,25.02,"14,014","2,362",16.85%,0.15,350.60,"2,362",0.04%,53.36,0.15,1.00,0.15,350.60,53.36
,,Total: Cuenta,,,,,,USD,0.002,1.82,"4,652,692","1,205,256",25.90%,0.01,8462.28,"89,068",0.29%,"25,229.78",2.98,"3,503.93",0.10,2.42,"25,229.78"
,,Total: Búsqueda,,,,,,USD,0,30.59,"100,287","26,935",26.86%,0.11,3067.48,"26,935",3.05%,"19,628.34",6.40,822.62,0.11,3.73,"19,628.34"
,,Total: Generación de demanda,,,,,,USD,0.001,0.99,"1,010,101","170,321",16.86%,0.01,1002.69,"25,428",0.71%,"1,211.39",1.21,"1,211.39",0.04,0.83,"1,211.39"
,,Total: Máximo rendimiento,,,,,,USD,0.002,1.83,"2,027,999","425,654",20.99%,0.01,3717.98,"34,213",0.33%,"4,313.32",1.16,"1,393.20",0.11,2.67,"4,313.32"
,,Total: Anuncio gráfico,,,,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
,,Total: Video,,,,,,USD,0.001,0.45,"1,514,305","582,346",38.46%,0.00,674.13,"2,492",0.01%,76.73,0.11,76.73,0.27,8.79,76.73
